stem,group,view,width,height,mean_luma,std_luma,entropy,sharpness,dynamic_range,dark_fraction,white_fraction,mean_saturation,crack_bbox_fraction,objects_0,objects_1,objects_2,phash,dhash,cluster,quality,reject_reasons,selected
TRC_MYJI5S8_3_P_png.rf.cb77657f4f47f172ece7ac1f5e310c71,TRC_MYJI5S8,3,640,640,128.06765747070312,68.10848401326959,7.605452142854945,1311.2911176753696,206.0,0.04449462890625,0.0,85.91539001464844,0.99687744140625,0,3,2,f41becc61195d2e4,18331c38e8eda6a6,59,0.9860945103153462,,1
TRC_MYJI5S8_4_P_png.rf.b1c7ceb8f63e747810e6f698e7aacb58,TRC_MYJI5S8,4,640,640,118.11662292480469,64.5109120269848,7.610707600817418,1077.3314326666296,207.0,0.040252685546875,0.0,91.66130065917969,0.99687744140625,0,3,4,c807f1fc4395ccd8,e1cf73e1a1351093,170,0.9755568751556755,,1
TRCI_N2SDNLV_3_P_png.rf.e6cd5c1ab67f3006eb83e9223798ead1,TRCI_N2SDNLV,3,460,460,144.52325439453125,68.30251190350789,7.288200458415494,520.8283205979969,218.0,0.0738372802734375,0.0,111.73202514648438,0.9956568998109641,5,0,1,8f7e4fc0c2171e1c,610f75ddaee1d258,211,0.9706988399691343,,1
TRM_J8IELU0_2_P_png.rf.ccea22e6746e4582815f43be20f5663e,TRM_J8IELU0,2,592,592,135.53884887695312,62.064046830493176,7.6140665435141734,922.8692349435296,194.0,0.027313232421875,0.0,93.08183288574219,0.9966244749817386,3,6,1,eca3dd8ea44345d4,c27b5c4f87232122,215,0.9653844959406255,,1
TARR0P3_2_P_png.rf.f134ad2ffec4207bc990a0a9a744465c,TARR0P3,2,524,524,114.34236145019531,66.39071411053767,7.555270811658405,781.6677699291613,209.0,0.090057373046875,0.0,69.74568176269531,0.9942820931181168,0,4,1,b99b0d2643e964ab,6b3799190e26333b,234,0.9635542684847929,,1
TRCI_LIV5XD9_4_P_png.rf.42b6a13bdeb6c00fc48345361d200ef8,TRCI_LIV5XD9,4,512,512,113.12324523925781,68.24303622068581,7.357197524536926,655.3592840284109,202.0,0.1550445556640625,0.0,69.784423828125,0.9941482543945312,1,2,1,9b78638f869191cb,1919903873595bcf,52,0.9601845208734572,,1
TRFI_AGIJYU0_5_P_png.rf.091bd6d024d2cdf9ad9c00b5132f3df9,TRFI_AGIJYU0,5,488,488,136.29046630859375,63.78996462487734,7.60541711025132,966.5061708530411,182.0,0.002532958984375,0.0,94.72955322265625,0.9959058384842785,31,6,11,f9ea2955940c4bb5,a2135130a8122e91,41,0.9601466940079711,,1
STCI_ZL2LX4S_4_P_png.rf.dd1ff83fc2589b83e965a86d5fccb316,STCI_ZL2LX4S,4,428,428,141.96888732910156,64.3942931734282,7.215518701870691,611.9949385335203,206.0,0.08404541015625,0.0,91.82637023925781,0.9860086033714736,2,1,1,b39ccea72f038546,65b59b1b999d4d4b,166,0.9555469142286802,,1
TRM_3XMEE9A_3_P_png.rf.2b8cdd385c0120b2f7282c810e4f20ad,TRM_3XMEE9A,3,532,532,130.504638671875,69.40706855217385,7.594700031446431,751.7156858684029,193.0,0.0016021728515625,0.0,36.55763244628906,0.994367968794166,37,10,27,b0076de8fab4c0ea,8e1e9c9c8d9d8e2d,153,0.9552612021956328,,1
TRCI_LIV5XD9_3_P_png.rf.b5164cf4485159b7b1e259693331ab99,TRCI_LIV5XD9,3,472,472,113.876953125,69.25281634611618,7.208715819448502,590.1838187538087,200.0,0.17803955078125,0.0,71.45327758789062,0.9915388896868716,1,2,1,cad23685fb84c46d,0c09653163e7e787,154,0.9483720923241951,,1
